kiosk_id,location_name,date,samples_dispensed,restock_qty,foot_traffic_index,is_promo,temp_f,precip_in,zip,city,state,inventory_on_hand,dow,month,week_of_year,rolling_7d,rolling_28d,lag_1d,lag_7d
26354,Newark - Walmart,2024-11-25,0,0,2.78,False,44.7,0.0,07102,Newark,New Jersey,0,0,11,48,28.4,45.3,0.0,65.0
26354,Newark - Walmart,2024-11-26,39,224,2.83,False,51.1,0.14,07102,Newark,New Jersey,185,1,11,48,25.0,43.8,0.0,63.0
26354,Newark - Walmart,2024-11-27,86,0,3.69,True,43.3,0.0,07102,Newark,New Jersey,99,2,11,48,27.1,44.2,39.0,71.0
26354,Newark - Walmart,2024-11-28,67,0,1.54,True,43.9,0.56,07102,Newark,New Jersey,32,3,11,48,29.3,43.9,86.0,52.0
26354,Newark - Walmart,2024-11-29,32,0,2.92,False,39.0,0.02,07102,Newark,New Jersey,0,4,11,48,32.0,44.8,67.0,13.0
26354,Newark - Walmart,2024-11-30,0,0,4.85,False,32.5,0.0,07102,Newark,New Jersey,0,5,11,48,32.0,41.8,32.0,0.0
26354,Newark - Walmart,2024-12-01,0,0,4.83,False,30.2,0.0,07102,Newark,New Jersey,0,6,12,48,32.0,39.6,0.0,0.0
26354,Newark - Walmart,2024-12-02,0,0,3.53,False,32.0,0.0,07102,Newark,New Jersey,0,0,12,49,32.0,37.6,0.0,0.0
26354,Newark - Walmart,2024-12-03,49,263,2.66,False,33.8,0.0,07102,Newark,New Jersey,214,1,12,49,33.4,37.4,0.0,39.0
26354,Newark - Walmart,2024-12-04,85,227,1.71,True,32.6,0.0,07102,Newark,New Jersey,356,2,12,49,33.3,37.1,49.0,86.0
26354,Newark - Walmart,2024-12-05,91,0,4.03,True,35.8,0.14,07102,Newark,New Jersey,265,3,12,49,36.7,37.6,85.0,67.0
26354,Newark - Walmart,2024-12-06,45,0,3.58,False,30.1,0.0,07102,Newark,New Jersey,220,4,12,49,38.6,37.2,91.0,32.0
26354,Newark - Walmart,2024-12-07,62,0,3.73,False,33.0,0.0,07102,Newark,New Jersey,158,5,12,49,47.4,38.8,45.0,0.0
26354,Newark - Walmart,2024-12-08,105,0,4.6,False,42.2,0.0,07102,Newark,New Jersey,53,6,12,49,62.4,40.5,62.0,0.0
26354,Newark - Walmart,2024-12-09,53,0,1.81,False,42.1,0.29,07102,Newark,New Jersey,0,0,12,50,70.0,39.9,105.0,0.0
26354,Newark - Walmart,2024-12-10,0,0,2.46,False,46.1,0.12,07102,Newark,New Jersey,0,1,12,50,63.0,37.5,53.0,49.0
26354,Newark - Walmart,2024-12-11,0,0,2.85,False,55.2,1.32,07102,Newark,New Jersey,0,2,12,50,50.9,35.0,0.0,85.0
26354,Newark - Walmart,2024-12-12,55,224,3.76,False,34.6,0.01,07102,Newark,New Jersey,169,3,12,50,45.7,36.9,0.0,91.0
26354,Newark - Walmart,2024-12-13,73,0,4.16,False,28.2,0.0,07102,Newark,New Jersey,96,4,12,50,49.7,39.5,55.0,45.0
26354,Newark - Walmart,2024-12-14,66,0,4.51,False,27.8,0.0,07102,Newark,New Jersey,30,5,12,50,50.3,41.9,73.0,62.0
26354,Newark - Walmart,2024-12-15,30,0,2.24,True,29.9,0.0,07102,Newark,New Jersey,0,6,12,50,39.6,42.9,66.0,105.0
26354,Newark - Walmart,2024-12-16,0,0,3.94,False,40.3,0.59,07102,Newark,New Jersey,0,0,12,51,32.0,40.6,30.0,53.0
26354,Newark - Walmart,2024-12-17,0,0,2.77,False,50.8,0.09,07102,Newark,New Jersey,0,1,12,51,32.0,38.4,0.0,0.0
26354,Newark - Walmart,2024-12-18,0,0,2.26,False,43.2,0.1,07102,Newark,New Jersey,0,2,12,51,32.0,35.8,0.0,0.0
26354,Newark - Walmart,2024-12-19,0,0,3.74,False,39.7,0.09,07102,Newark,New Jersey,0,3,12,51,24.1,34.0,0.0,55.0
26354,Newark - Walmart,2024-12-20,63,256,4.11,False,33.3,0.07,07102,Newark,New Jersey,193,4,12,51,22.7,35.8,0.0,73.0
26354,Newark - Walmart,2024-12-21,99,0,4.91,False,26.9,0.18,07102,Newark,New Jersey,94,5,12,51,27.4,39.3,63.0,66.0
26354,Newark - Walmart,2024-12-22,73,0,4.99,False,15.7,0.0,07102,Newark,New Jersey,21,6,12,51,33.6,41.9,99.0,30.0
26354,Newark - Walmart,2024-12-23,21,0,4.35,False,13.7,0.0,07102,Newark,New Jersey,0,0,12,52,36.6,42.6,73.0,0.0
26354,Newark - Walmart,2024-12-24,62,255,3.44,False,29.4,0.08,07102,Newark,New Jersey,193,1,12,52,45.4,43.5,21.0,0.0
26354,Newark - Walmart,2024-12-25,61,0,3.59,False,26.9,0.0,07102,Newark,New Jersey,132,2,12,52,54.1,42.6,62.0,0.0
26354,Newark - Walmart,2024-12-26,58,0,3.31,False,23.5,0.0,07102,Newark,New Jersey,74,3,12,52,62.4,42.2,61.0,0.0
26354,Newark - Walmart,2024-12-27,67,0,2.75,False,26.2,0.0,07102,Newark,New Jersey,7,4,12,52,63.0,43.5,58.0,63.0
26354,Newark - Walmart,2024-12-28,7,0,3.13,False,39.2,0.21,07102,Newark,New Jersey,0,5,12,52,49.9,43.8,67.0,99.0
26354,Newark - Walmart,2024-12-29,0,0,2.19,True,49.6,0.07,07102,Newark,New Jersey,0,6,12,52,39.4,43.8,7.0,73.0
26354,Newark - Walmart,2024-12-30,0,0,3.58,False,52.4,0.3,07102,Newark,New Jersey,0,0,12,1,36.4,43.8,0.0,21.0
26354,Newark - Walmart,2024-12-31,0,0,3.77,False,43.0,0.24,07102,Newark,New Jersey,0,1,12,1,27.6,42.0,0.0,62.0
26354,Newark - Walmart,2025-01-01,0,0,1.89,False,44.9,0.17,07102,Newark,New Jersey,0,2,1,1,18.9,39.0,0.0,61.0
26354,Newark - Walmart,2025-01-02,0,0,1.64,False,36.5,0.0,07102,Newark,New Jersey,0,3,1,1,10.6,35.7,0.0,58.0
26354,Newark - Walmart,2025-01-03,0,0,2.93,False,32.6,0.0,07102,Newark,New Jersey,0,4,1,1,1.0,34.1,0.0,67.0
26354,Newark - Walmart,2025-01-04,0,0,3.77,False,29.3,0.0,07102,Newark,New Jersey,0,5,1,1,0.0,31.9,0.0,7.0
26354,Newark - Walmart,2025-01-05,0,0,4.11,False,28.1,0.0,07102,Newark,New Jersey,0,6,1,1,0.0,28.1,0.0,0.0
26354,Newark - Walmart,2025-01-06,0,0,1.77,False,27.8,0.08,07102,Newark,New Jersey,0,0,1,2,0.0,26.2,0.0,0.0
26354,Newark - Walmart,2025-01-07,76,223,3.85,False,22.5,0.0,07102,Newark,New Jersey,147,1,1,2,10.9,29.0,0.0,0.0
26354,Newark - Walmart,2025-01-08,50,0,4.28,False,24.1,0.0,07102,Newark,New Jersey,97,2,1,2,18.0,30.8,76.0,0.0
26354,Newark - Walmart,2025-01-09,38,0,2.98,False,24.3,0.0,07102,Newark,New Jersey,59,3,1,2,23.4,30.1,50.0,0.0
26354,Newark - Walmart,2025-01-10,59,0,1.88,False,30.2,0.0,07102,Newark,New Jersey,0,4,1,2,31.9,29.6,38.0,0.0
26354,Newark - Walmart,2025-01-11,0,0,4.09,False,29.7,0.06,07102,Newark,New Jersey,0,5,1,2,31.9,27.3,59.0,0.0
26354,Newark - Walmart,2025-01-12,0,0,3.04,False,33.6,0.0,07102,Newark,New Jersey,0,6,1,2,31.9,26.2,0.0,0.0
26354,Newark - Walmart,2025-01-13,42,264,1.86,False,34.4,0.0,07102,Newark,New Jersey,222,0,1,3,37.9,27.7,0.0,0.0
26354,Newark - Walmart,2025-01-14,60,0,1.62,False,28.8,0.0,07102,Newark,New Jersey,162,1,1,3,35.6,29.9,42.0,76.0
26354,Newark - Walmart,2025-01-15,69,0,1.97,False,25.9,0.0,07102,Newark,New Jersey,93,2,1,3,38.3,32.3,60.0,50.0
26354,Newark - Walmart,2025-01-16,56,0,2.21,False,26.2,0.01,07102,Newark,New Jersey,37,3,1,3,40.9,34.3,69.0,38.0
26354,Newark - Walmart,2025-01-17,37,0,3.74,True,31.1,0.0,07102,Newark,New Jersey,0,4,1,3,37.7,33.4,56.0,59.0
26354,Newark - Walmart,2025-01-18,0,0,3.6,False,36.4,0.09,07102,Newark,New Jersey,0,5,1,3,37.7,29.9,37.0,0.0
26354,Newark - Walmart,2025-01-19,0,0,3.69,False,32.9,0.35,07102,Newark,New Jersey,0,6,1,3,37.7,27.2,0.0,0.0
26354,Newark - Walmart,2025-01-20,0,0,3.28,False,18.9,0.0,07102,Newark,New Jersey,0,0,1,4,31.7,26.5,0.0,42.0
26354,Newark - Walmart,2025-01-21,63,238,1.76,False,11.6,0.01,07102,Newark,New Jersey,175,1,1,4,32.1,26.5,0.0,60.0
26354,Newark - Walmart,2025-01-22,78,0,2.59,False,10.7,0.0,07102,Newark,New Jersey,97,2,1,4,33.4,27.1,63.0,69.0
26354,Newark - Walmart,2025-01-23,41,0,3.32,False,16.9,0.0,07102,Newark,New Jersey,56,3,1,4,31.3,26.5,78.0,56.0
26354,Newark - Walmart,2025-01-24,56,0,2.02,False,21.6,0.0,07102,Newark,New Jersey,0,4,1,4,34.0,26.1,41.0,37.0
26354,Newark - Walmart,2025-01-25,0,0,4.95,True,20.0,0.0,07102,Newark,New Jersey,0,5,1,4,34.0,25.9,56.0,0.0
26354,Newark - Walmart,2025-01-26,0,0,3.71,False,30.5,0.0,07102,Newark,New Jersey,0,6,1,4,34.0,25.9,0.0,0.0
26354,Newark - Walmart,2025-01-27,0,0,2.47,False,29.9,0.0,07102,Newark,New Jersey,0,0,1,5,34.0,25.9,0.0,0.0
26354,Newark - Walmart,2025-01-28,0,0,3.8,True,33.3,0.0,07102,Newark,New Jersey,0,1,1,5,25.0,25.9,0.0,63.0
26354,Newark - Walmart,2025-01-29,0,0,3.1,True,38.8,0.0,07102,Newark,New Jersey,0,2,1,5,13.9,25.9,0.0,78.0
26354,Newark - Walmart,2025-01-30,0,0,1.85,False,28.6,0.0,07102,Newark,New Jersey,0,3,1,5,8.0,25.9,0.0,41.0
26354,Newark - Walmart,2025-01-31,0,0,2.55,False,38.0,0.34,07102,Newark,New Jersey,0,4,1,5,0.0,25.9,0.0,56.0
26354,Newark - Walmart,2025-02-01,0,0,4.78,False,33.0,0.07,07102,Newark,New Jersey,0,5,2,5,0.0,25.9,0.0,0.0
26354,Newark - Walmart,2025-02-02,0,0,2.6,False,23.5,0.05,07102,Newark,New Jersey,0,6,2,5,0.0,25.9,0.0,0.0
26354,Newark - Walmart,2025-02-03,0,0,4.22,False,35.5,0.01,07102,Newark,New Jersey,0,0,2,6,0.0,25.9,0.0,0.0
26354,Newark - Walmart,2025-02-04,52,242,3.95,False,38.1,0.0,07102,Newark,New Jersey,190,1,2,6,7.4,25.0,0.0,0.0
26354,Newark - Walmart,2025-02-05,42,0,3.23,False,29.7,0.0,07102,Newark,New Jersey,148,2,2,6,13.4,24.8,52.0,0.0
26354,Newark - Walmart,2025-02-06,33,0,3.13,False,33.5,0.4,07102,Newark,New Jersey,115,3,2,6,18.1,24.6,42.0,0.0
26354,Newark - Walmart,2025-02-07,47,0,3.69,False,34.3,0.0,07102,Newark,New Jersey,68,4,2,6,24.9,24.1,33.0,0.0
26354,Newark - Walmart,2025-02-08,68,0,4.22,False,28.6,0.28,07102,Newark,New Jersey,0,5,2,6,34.6,26.6,47.0,0.0
26354,Newark - Walmart,2025-02-09,0,0,4.29,False,31.6,0.25,07102,Newark,New Jersey,0,6,2,6,34.6,26.6,68.0,0.0
26354,Newark - Walmart,2025-02-10,0,0,3.11,False,28.2,0.0,07102,Newark,New Jersey,0,0,2,7,34.6,25.1,0.0,0.0
26354,Newark - Walmart,2025-02-11,0,0,1.95,False,24.4,0.05,07102,Newark,New Jersey,0,1,2,7,27.1,22.9,0.0,52.0
26354,Newark - Walmart,2025-02-12,0,0,3.42,False,30.4,0.18,07102,Newark,New Jersey,0,2,2,7,21.1,20.5,0.0,42.0
26354,Newark - Walmart,2025-02-13,0,0,4.38,False,37.6,0.27,07102,Newark,New Jersey,0,3,2,7,16.4,18.5,0.0,33.0
26354,Newark - Walmart,2025-02-14,63,244,2.89,False,29.8,0.0,07102,Newark,New Jersey,181,4,2,7,18.7,19.4,0.0,47.0
26354,Newark - Walmart,2025-02-15,76,0,4.62,False,30.0,0.27,07102,Newark,New Jersey,105,5,2,7,19.9,22.1,63.0,68.0
26354,Newark - Walmart,2025-02-16,78,0,2.46,False,36.4,1.01,07102,Newark,New Jersey,27,6,2,7,31.0,24.9,76.0,0.0
26354,Newark - Walmart,2025-02-17,27,0,4.02,False,28.9,0.0,07102,Newark,New Jersey,0,0,2,8,34.9,25.9,78.0,0.0
26354,Newark - Walmart,2025-02-18,76,266,4.45,False,22.1,0.0,07102,Newark,New Jersey,190,1,2,8,45.7,26.3,27.0,0.0
26354,Newark - Walmart,2025-02-19,53,0,3.73,False,22.4,0.0,07102,Newark,New Jersey,137,2,2,8,53.3,25.4,76.0,0.0
26354,Newark - Walmart,2025-02-20,68,0,2.5,False,22.9,0.04,07102,Newark,New Jersey,69,3,2,8,63.0,26.4,53.0,0.0
26354,Newark - Walmart,2025-02-21,57,0,2.94,False,24.4,0.0,07102,Newark,New Jersey,12,4,2,8,62.1,26.4,68.0,63.0
26354,Newark - Walmart,2025-02-22,104,269,2.5,True,28.0,0.0,07102,Newark,New Jersey,177,5,2,8,66.1,30.1,57.0,76.0
26354,Newark - Walmart,2025-02-23,82,0,4.93,False,36.4,0.0,07102,Newark,New Jersey,95,6,2,8,66.7,33.1,104.0,78.0
26354,Newark - Walmart,2025-02-24,61,0,3.11,False,38.8,0.0,07102,Newark,New Jersey,34,0,2,9,71.6,35.2,82.0,27.0
26354,Newark - Walmart,2025-02-25,52,248,2.55,False,44.9,0.0,07102,Newark,New Jersey,230,1,2,9,68.1,37.1,61.0,76.0
26354,Newark - Walmart,2025-02-26,73,0,4.01,False,44.9,0.01,07102,Newark,New Jersey,157,2,2,9,71.0,39.7,52.0,53.0
26354,Newark - Walmart,2025-02-27,60,0,2.94,False,46.7,0.1,07102,Newark,New Jersey,97,3,2,9,69.9,41.9,73.0,68.0
26354,Newark - Walmart,2025-02-28,42,0,2.05,False,42.5,0.0,07102,Newark,New Jersey,55,4,2,9,67.7,43.4,60.0,57.0
26354,Newark - Walmart,2025-03-01,55,0,2.08,False,43.9,0.0,07102,Newark,New Jersey,0,5,3,9,60.7,45.3,42.0,104.0
26354,Newark - Walmart,2025-03-02,0,0,3.66,False,25.7,0.0,07102,Newark,New Jersey,0,6,3,9,49.0,45.3,55.0,82.0
26354,Newark - Walmart,2025-03-03,0,0,2.04,False,29.1,0.0,07102,Newark,New Jersey,0,0,3,10,40.3,45.3,0.0,61.0
26354,Newark - Walmart,2025-03-04,0,0,3.92,False,40.6,0.0,07102,Newark,New Jersey,0,1,3,10,32.9,43.5,0.0,52.0
26354,Newark - Walmart,2025-03-05,0,0,2.72,False,50.1,1.33,07102,Newark,New Jersey,0,2,3,10,22.4,42.0,0.0,73.0
26354,Newark - Walmart,2025-03-06,0,0,1.76,False,48.6,0.1,07102,Newark,New Jersey,0,3,3,10,13.9,40.8,0.0,60.0
26354,Newark - Walmart,2025-03-07,0,0,2.53,False,38.9,0.0,07102,Newark,New Jersey,0,4,3,10,7.9,39.1,0.0,42.0
26354,Newark - Walmart,2025-03-08,0,0,4.49,False,38.4,0.0,07102,Newark,New Jersey,0,5,3,10,0.0,36.7,0.0,55.0
26354,Newark - Walmart,2025-03-09,0,0,4.29,True,38.9,0.0,07102,Newark,New Jersey,0,6,3,10,0.0,36.7,0.0,0.0
26354,Newark - Walmart,2025-03-10,0,0,3.9,False,49.7,0.0,07102,Newark,New Jersey,0,0,3,11,0.0,36.7,0.0,0.0
26354,Newark - Walmart,2025-03-11,64,264,4.0,False,51.0,0.0,07102,Newark,New Jersey,200,1,3,11,9.1,39.0,0.0,0.0
26354,Newark - Walmart,2025-03-12,107,0,2.32,True,45.3,0.0,07102,Newark,New Jersey,93,2,3,11,24.4,42.8,64.0,0.0
26354,Newark - Walmart,2025-03-13,51,0,2.72,False,42.1,0.0,07102,Newark,New Jersey,42,3,3,11,31.7,44.6,107.0,0.0
26354,Newark - Walmart,2025-03-14,42,0,1.91,False,42.8,0.0,07102,Newark,New Jersey,0,4,3,11,37.7,43.9,51.0,0.0
26354,Newark - Walmart,2025-03-15,0,0,4.51,False,43.5,0.0,07102,Newark,New Jersey,0,5,3,11,37.7,41.1,42.0,0.0
26354,Newark - Walmart,2025-03-16,0,0,4.21,True,56.2,0.06,07102,Newark,New Jersey,0,6,3,11,37.7,38.4,0.0,0.0
26354,Newark - Walmart,2025-03-17,0,0,3.66,False,52.3,1.11,07102,Newark,New Jersey,0,0,3,12,37.7,37.4,0.0,0.0
26354,Newark - Walmart,2025-03-18,72,266,2.69,False,44.5,0.0,07102,Newark,New Jersey,194,1,3,12,38.9,37.2,0.0,64.0
26354,Newark - Walmart,2025-03-19,53,0,1.99,False,47.0,0.0,07102,Newark,New Jersey,141,2,3,12,31.1,37.2,72.0,107.0
26354,Newark - Walmart,2025-03-20,60,0,3.37,False,45.9,0.52,07102,Newark,New Jersey,81,3,3,12,32.4,37.0,53.0,51.0
26354,Newark - Walmart,2025-03-21,68,0,2.8,False,43.5,0.33,07102,Newark,New Jersey,13,4,3,12,36.1,37.4,60.0,42.0
26354,Newark - Walmart,2025-03-22,13,0,4.9,True,47.0,0.0,07102,Newark,New Jersey,0,5,3,12,38.0,34.1,68.0,0.0
26354,Newark - Walmart,2025-03-23,0,0,3.34,False,37.8,0.0,07102,Newark,New Jersey,0,6,3,12,38.0,31.2,13.0,0.0
26354,Newark - Walmart,2025-03-24,0,0,3.78,False,44.5,0.52,07102,Newark,New Jersey,0,0,3,13,38.0,29.0,0.0,0.0
26354,Newark - Walmart,2025-03-25,0,0,4.21,False,48.7,0.0,07102,Newark,New Jersey,0,1,3,13,27.7,27.1,0.0,72.0
26354,Newark - Walmart,2025-03-26,0,0,1.62,False,42.6,0.02,07102,Newark,New Jersey,0,2,3,13,20.1,24.5,0.0,53.0
26354,Newark - Walmart,2025-03-27,0,0,2.39,False,40.3,0.0,07102,Newark,New Jersey,0,3,3,13,11.6,22.4,0.0,60.0
26354,Newark - Walmart,2025-03-28,0,0,3.89,False,50.1,0.02,07102,Newark,New Jersey,0,4,3,13,1.9,20.9,0.0,68.0
26354,Newark - Walmart,2025-03-29,0,0,3.79,False,61.0,0.22,07102,Newark,New Jersey,0,5,3,13,0.0,18.9,0.0,13.0
26354,Newark - Walmart,2025-03-30,0,0,3.02,False,47.4,0.02,07102,Newark,New Jersey,0,6,3,13,0.0,18.9,0.0,0.0
26354,Newark - Walmart,2025-03-31,0,0,3.48,False,61.5,1.75,07102,Newark,New Jersey,0,0,3,14,0.0,18.9,0.0,0.0
26354,Newark - Walmart,2025-04-01,42,258,1.57,False,47.2,0.24,07102,Newark,New Jersey,216,1,4,14,6.0,20.4,0.0,0.0
26354,Newark - Walmart,2025-04-02,68,0,3.8,False,40.1,0.0,07102,Newark,New Jersey,148,2,4,14,15.7,22.9,42.0,0.0
26354,Newark - Walmart,2025-04-03,51,224,4.12,False,58.5,0.09,07102,Newark,New Jersey,321,3,4,14,23.0,24.7,68.0,0.0
26354,Newark - Walmart,2025-04-04,57,0,2.22,True,63.2,0.38,07102,Newark,New Jersey,264,4,4,14,31.1,26.7,51.0,0.0
